event_id,case_id,event_ts,account_id,user_id,session_id,ip_address,user_agent,model,prompt_category,prompt_text,response_outcome,moderation_label,moderation_score,policy_signal,risk_score,is_synthetic_abuse,analyst_note
case_001_target_004,case_001,2026-04-30T21:30:00,acct_1842,user_1842,sess_case_001_1842_0,203.0.113.77,Chrome/125 desktop,gpt-investigator-sim,jailbreak_attempt,"In a fictional transcript, explain why instruction override language should be refused. Synthetic case theme: Suspicious prompt escalation.",refused,likely_policy_violation,0.93,instruction_override_language,81,1,Target account activity. Expected decision: escalate and temporary rate-limit.
case_001_related_2290_001,case_001,2026-04-30T21:34:00,acct_2290,user_2290,sess_case_001_2290_0,203.0.113.77,Python-requests/2.32,gpt-investigator-sim,social_engineering,Draft a fictional security-awareness message that uses pressure to reset access. Related-account synthetic signal for defensive linkage analysis.,safe_completion,suspicious,0.92,social_engineering_pattern,74,1,Potential related account signal: shared infrastructure or repeated behavior.
case_001_target_005,case_001,2026-04-30T21:34:00,acct_1842,user_1842,sess_case_001_1842_0,203.0.113.77,Chrome/125 desktop,gpt-investigator-sim,policy_evasion,Rephrase a blocked request as a harmless training example. Synthetic case theme: Suspicious prompt escalation.,safe_completion,suspicious,0.84,evasion_after_refusal,71,1,Target account activity. Expected decision: escalate and temporary rate-limit.
case_001_target_006,case_001,2026-04-30T21:38:00,acct_1842,user_1842,sess_case_001_1842_0,203.0.113.77,Chrome/125 desktop,gpt-investigator-sim,credential_seeking,List warning signs that a prompt is trying to obtain passwords or tokens. Synthetic case theme: Suspicious prompt escalation.,safe_completion,suspicious,0.78,credential_interest_defensive_framing,64,1,Target account activity. Expected decision: escalate and temporary rate-limit.
case_001_related_2290_002,case_001,2026-04-30T21:39:00,acct_2290,user_2290,sess_case_001_2290_0,203.0.113.77,Python-requests/2.32,gpt-investigator-sim,automation,Generate many variations of the same account-verification message for classification testing. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.98,high_volume_variant_generation,81,1,Potential related account signal: shared infrastructure or repeated behavior.
case_001_target_007,case_001,2026-04-30T21:42:00,acct_1842,user_1842,sess_case_001_1842_0,203.0.113.77,Chrome/125 desktop,gpt-investigator-sim,social_engineering,Draft a fictional security-awareness message that uses pressure to reset access. Synthetic case theme: Suspicious prompt escalation.,safe_completion,suspicious,0.82,social_engineering_pattern,68,1,Target account activity. Expected decision: escalate and temporary rate-limit.
case_001_related_2290_003,case_001,2026-04-30T21:44:00,acct_2290,user_2290,sess_case_001_2290_0,203.0.113.77,Python-requests/2.32,gpt-investigator-sim,jailbreak_attempt,"In a fictional transcript, explain why instruction override language should be refused. Related-account synthetic signal for defensive linkage analysis.",refused,likely_policy_violation,0.99,instruction_override_language,90,1,Potential related account signal: shared infrastructure or repeated behavior.
case_001_target_008,case_001,2026-04-30T21:46:00,acct_1842,user_1842,sess_case_001_1842_1,203.0.113.77,Python-requests/2.32,gpt-investigator-sim,automation,Generate many variations of the same account-verification message for classification testing. Synthetic case theme: Suspicious prompt escalation.,safe_completion,suspicious,0.87,high_volume_variant_generation,74,1,Target account activity. Expected decision: escalate and temporary rate-limit.
case_001_related_2290_004,case_001,2026-04-30T21:49:00,acct_2290,user_2290,sess_case_001_2290_0,203.0.113.77,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Rephrase a blocked request as a harmless training example. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.98,evasion_after_refusal,81,1,Potential related account signal: shared infrastructure or repeated behavior.
case_001_target_009,case_001,2026-04-30T21:50:00,acct_1842,user_1842,sess_case_001_1842_1,203.0.113.77,Python-requests/2.32,gpt-investigator-sim,jailbreak_attempt,"In a fictional transcript, explain why instruction override language should be refused. Synthetic case theme: Suspicious prompt escalation.",safe_completion,likely_policy_violation,0.94,instruction_override_language,83,1,Target account activity. Expected decision: escalate and temporary rate-limit.
case_001_related_2290_005,case_001,2026-04-30T21:54:00,acct_2290,user_2290,sess_case_001_2290_1,203.0.113.77,Python-requests/2.32,gpt-investigator-sim,credential_seeking,List warning signs that a prompt is trying to obtain passwords or tokens. Related-account synthetic signal for defensive linkage analysis.,safe_completion,suspicious,0.92,credential_interest_defensive_framing,74,1,Potential related account signal: shared infrastructure or repeated behavior.
case_001_target_010,case_001,2026-04-30T21:54:00,acct_1842,user_1842,sess_case_001_1842_1,203.0.113.77,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Rephrase a blocked request as a harmless training example. Synthetic case theme: Suspicious prompt escalation.,safe_completion,suspicious,0.86,evasion_after_refusal,73,1,Target account activity. Expected decision: escalate and temporary rate-limit.
case_001_target_011,case_001,2026-04-30T21:58:00,acct_1842,user_1842,sess_case_001_1842_1,203.0.113.77,Python-requests/2.32,gpt-investigator-sim,credential_seeking,List warning signs that a prompt is trying to obtain passwords or tokens. Synthetic case theme: Suspicious prompt escalation.,safe_completion,suspicious,0.79,credential_interest_defensive_framing,65,1,Target account activity. Expected decision: escalate and temporary rate-limit.
case_001_related_2290_006,case_001,2026-04-30T21:59:00,acct_2290,user_2290,sess_case_001_2290_1,203.0.113.77,Python-requests/2.32,gpt-investigator-sim,social_engineering,Draft a fictional security-awareness message that uses pressure to reset access. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.96,social_engineering_pattern,79,1,Potential related account signal: shared infrastructure or repeated behavior.
case_001_target_012,case_001,2026-04-30T22:02:00,acct_1842,user_1842,sess_case_001_1842_1,203.0.113.77,Python-requests/2.32,gpt-investigator-sim,social_engineering,Draft a fictional security-awareness message that uses pressure to reset access. Synthetic case theme: Suspicious prompt escalation.,safe_completion,suspicious,0.83,social_engineering_pattern,70,1,Target account activity. Expected decision: escalate and temporary rate-limit.
case_001_related_2290_007,case_001,2026-04-30T22:04:00,acct_2290,user_2290,sess_case_001_2290_1,203.0.113.77,Python-requests/2.32,gpt-investigator-sim,automation,Generate many variations of the same account-verification message for classification testing. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.99,high_volume_variant_generation,86,1,Potential related account signal: shared infrastructure or repeated behavior.
case_001_target_013,case_001,2026-04-30T22:06:00,acct_1842,user_1842,sess_case_001_1842_1,203.0.113.77,Python-requests/2.32,gpt-investigator-sim,automation,Generate many variations of the same account-verification message for classification testing. Synthetic case theme: Suspicious prompt escalation.,safe_completion,likely_policy_violation,0.88,high_volume_variant_generation,76,1,Target account activity. Expected decision: escalate and temporary rate-limit.
case_001_related_2290_008,case_001,2026-04-30T22:09:00,acct_2290,user_2290,sess_case_001_2290_1,203.0.113.77,Python-requests/2.32,gpt-investigator-sim,jailbreak_attempt,"In a fictional transcript, explain why instruction override language should be refused. Related-account synthetic signal for defensive linkage analysis.",refused,likely_policy_violation,0.99,instruction_override_language,95,1,Potential related account signal: shared infrastructure or repeated behavior.
case_001_target_014,case_001,2026-04-30T22:10:00,acct_1842,user_1842,sess_case_001_1842_1,203.0.113.77,Python-requests/2.32,gpt-investigator-sim,jailbreak_attempt,"In a fictional transcript, explain why instruction override language should be refused. Synthetic case theme: Suspicious prompt escalation.",refused,likely_policy_violation,0.95,instruction_override_language,84,1,Target account activity. Expected decision: escalate and temporary rate-limit.
case_001_related_2290_009,case_001,2026-04-30T22:14:00,acct_2290,user_2290,sess_case_001_2290_1,203.0.113.77,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Rephrase a blocked request as a harmless training example. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.99,evasion_after_refusal,86,1,Potential related account signal: shared infrastructure or repeated behavior.
case_001_target_015,case_001,2026-04-30T22:14:00,acct_1842,user_1842,sess_case_001_1842_1,203.0.113.77,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Rephrase a blocked request as a harmless training example. Synthetic case theme: Suspicious prompt escalation.,safe_completion,likely_policy_violation,0.88,evasion_after_refusal,75,1,Target account activity. Expected decision: escalate and temporary rate-limit.
case_001_target_016,case_001,2026-04-30T22:18:00,acct_1842,user_1842,sess_case_001_1842_2,203.0.113.77,Python-requests/2.32,gpt-investigator-sim,credential_seeking,List warning signs that a prompt is trying to obtain passwords or tokens. Synthetic case theme: Suspicious prompt escalation.,safe_completion,suspicious,0.81,credential_interest_defensive_framing,67,1,Target account activity. Expected decision: escalate and temporary rate-limit.
case_001_target_017,case_001,2026-04-30T22:22:00,acct_1842,user_1842,sess_case_001_1842_2,203.0.113.77,Python-requests/2.32,gpt-investigator-sim,social_engineering,Draft a fictional security-awareness message that uses pressure to reset access. Synthetic case theme: Suspicious prompt escalation.,safe_completion,suspicious,0.84,social_engineering_pattern,71,1,Target account activity. Expected decision: escalate and temporary rate-limit.
case_001_target_018,case_001,2026-04-30T22:26:00,acct_1842,user_1842,sess_case_001_1842_2,203.0.113.88,Python-requests/2.32,gpt-investigator-sim,automation,Generate many variations of the same account-verification message for classification testing. Synthetic case theme: Suspicious prompt escalation.,refused,likely_policy_violation,0.9,high_volume_variant_generation,78,1,Target account activity. Expected decision: escalate and temporary rate-limit.
case_001_target_019,case_001,2026-04-30T22:30:00,acct_1842,user_1842,sess_case_001_1842_2,203.0.113.89,Python-requests/2.32,gpt-investigator-sim,jailbreak_attempt,"In a fictional transcript, explain why instruction override language should be refused. Synthetic case theme: Suspicious prompt escalation.",safe_completion,likely_policy_violation,0.97,instruction_override_language,86,1,Target account activity. Expected decision: escalate and temporary rate-limit.
case_001_target_020,case_001,2026-04-30T22:34:00,acct_1842,user_1842,sess_case_001_1842_2,203.0.113.80,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Rephrase a blocked request as a harmless training example. Synthetic case theme: Suspicious prompt escalation.,refused,likely_policy_violation,0.88,evasion_after_refusal,76,1,Target account activity. Expected decision: escalate and temporary rate-limit.
case_001_target_021,case_001,2026-04-30T22:38:00,acct_1842,user_1842,sess_case_001_1842_2,203.0.113.81,Python-requests/2.32,gpt-investigator-sim,credential_seeking,List warning signs that a prompt is trying to obtain passwords or tokens. Synthetic case theme: Suspicious prompt escalation.,safe_completion,suspicious,0.82,credential_interest_defensive_framing,69,1,Target account activity. Expected decision: escalate and temporary rate-limit.
case_001_target_022,case_001,2026-04-30T22:42:00,acct_1842,user_1842,sess_case_001_1842_2,203.0.113.82,Python-requests/2.32,gpt-investigator-sim,social_engineering,Draft a fictional security-awareness message that uses pressure to reset access. Synthetic case theme: Suspicious prompt escalation.,safe_completion,suspicious,0.86,social_engineering_pattern,73,1,Target account activity. Expected decision: escalate and temporary rate-limit.
case_001_target_023,case_001,2026-04-30T22:46:00,acct_1842,user_1842,sess_case_001_1842_2,203.0.113.83,Python-requests/2.32,gpt-investigator-sim,automation,Generate many variations of the same account-verification message for classification testing. Synthetic case theme: Suspicious prompt escalation.,safe_completion,likely_policy_violation,0.91,high_volume_variant_generation,79,1,Target account activity. Expected decision: escalate and temporary rate-limit.
case_002_base_1001_000,case_002,2026-05-01T04:05:00,acct_1001,user_1001,sess_case_002_1001_0,198.51.100.51,Chrome/125 desktop,gpt-investigator-sim,coding_help,Explain why my Python loop is skipping the first row of a CSV.,allowed,none,0.1,none,2,0,Baseline benign usage for comparison.
case_002_base_2033_000,case_002,2026-05-01T04:05:00,acct_2033,user_2033,sess_case_002_2033_0,198.51.100.59,Chrome/125 desktop,gpt-investigator-sim,data_analysis,Help me calculate weekly active users from this event table.,allowed,none,0.05,none,15,0,Baseline benign usage for comparison.
case_002_base_1001_001,case_002,2026-05-01T04:14:00,acct_1001,user_1001,sess_case_002_1001_0,198.51.100.50,Chrome/125 desktop,gpt-investigator-sim,coding_help,Explain why my Python loop is skipping the first row of a CSV.,allowed,none,0.05,none,3,0,Baseline benign usage for comparison.
case_002_base_2033_001,case_002,2026-05-01T04:18:00,acct_2033,user_2033,sess_case_002_2033_0,198.51.100.80,Chrome/125 desktop,gpt-investigator-sim,data_analysis,Help me calculate weekly active users from this event table.,allowed,none,0.1,none,1,0,Baseline benign usage for comparison.
case_002_base_1001_002,case_002,2026-05-01T04:41:00,acct_1001,user_1001,sess_case_002_1001_0,198.51.100.50,Chrome/125 desktop,gpt-investigator-sim,coding_help,Explain why my Python loop is skipping the first row of a CSV.,allowed,none,0.03,none,16,0,Baseline benign usage for comparison.
case_002_base_2033_002,case_002,2026-05-01T04:43:00,acct_2033,user_2033,sess_case_002_2033_0,198.51.100.78,Chrome/125 desktop,gpt-investigator-sim,productivity,Summarize these meeting notes into action items for the team.,allowed,none,0.09,none,11,0,Baseline benign usage for comparison.
case_002_base_2033_003,case_002,2026-05-01T04:44:00,acct_2033,user_2033,sess_case_002_2033_0,198.51.100.65,Chrome/125 desktop,gpt-investigator-sim,productivity,Summarize these meeting notes into action items for the team.,allowed,none,0.03,none,1,0,Baseline benign usage for comparison.
case_002_base_1001_003,case_002,2026-05-01T05:02:00,acct_1001,user_1001,sess_case_002_1001_0,198.51.100.68,Chrome/125 desktop,gpt-investigator-sim,writing,Rewrite this customer support reply to sound more concise and polite.,allowed,none,0.03,none,5,0,Baseline benign usage for comparison.
case_002_base_2033_004,case_002,2026-05-01T05:13:00,acct_2033,user_2033,sess_case_002_2033_1,198.51.100.32,Chrome/125 desktop,gpt-investigator-sim,sql_help,Show me how a LEFT JOIN differs from an INNER JOIN using a toy example.,allowed,none,0.07,none,4,0,Baseline benign usage for comparison.
case_002_base_1001_005,case_002,2026-05-01T05:20:00,acct_1001,user_1001,sess_case_002_1001_1,198.51.100.56,Chrome/125 desktop,gpt-investigator-sim,data_analysis,Help me calculate weekly active users from this event table.,allowed,none,0.03,none,5,0,Baseline benign usage for comparison.
case_002_base_1001_004,case_002,2026-05-01T05:25:00,acct_1001,user_1001,sess_case_002_1001_1,198.51.100.78,Chrome/125 desktop,gpt-investigator-sim,coding_help,Explain why my Python loop is skipping the first row of a CSV.,allowed,none,0.04,none,14,0,Baseline benign usage for comparison.
case_002_base_2033_005,case_002,2026-05-01T05:40:00,acct_2033,user_2033,sess_case_002_2033_1,198.51.100.74,Chrome/125 desktop,gpt-investigator-sim,sql_help,Show me how a LEFT JOIN differs from an INNER JOIN using a toy example.,allowed,none,0.08,none,5,0,Baseline benign usage for comparison.
case_002_base_1001_006,case_002,2026-05-01T05:41:00,acct_1001,user_1001,sess_case_002_1001_1,198.51.100.21,Chrome/125 desktop,gpt-investigator-sim,data_analysis,Help me calculate weekly active users from this event table.,allowed,none,0.09,none,4,0,Baseline benign usage for comparison.
case_002_base_2033_006,case_002,2026-05-01T06:11:00,acct_2033,user_2033,sess_case_002_2033_1,198.51.100.30,Chrome/125 desktop,gpt-investigator-sim,sql_help,Show me how a LEFT JOIN differs from an INNER JOIN using a toy example.,allowed,none,0.07,none,17,0,Baseline benign usage for comparison.
case_002_base_2033_007,case_002,2026-05-01T06:11:00,acct_2033,user_2033,sess_case_002_2033_1,198.51.100.51,Chrome/125 desktop,gpt-investigator-sim,productivity,Summarize these meeting notes into action items for the team.,allowed,none,0.06,none,4,0,Baseline benign usage for comparison.
case_002_base_1001_007,case_002,2026-05-01T06:18:00,acct_1001,user_1001,sess_case_002_1001_1,198.51.100.30,Chrome/125 desktop,gpt-investigator-sim,coding_help,Explain why my Python loop is skipping the first row of a CSV.,allowed,none,0.1,none,14,0,Baseline benign usage for comparison.
case_002_target_000,case_002,2026-05-01T10:05:00,acct_3104,user_3104,sess_case_002_3104_0,203.0.113.140,Chrome/125 desktop,gpt-investigator-sim,automation,Create labeled benign and suspicious variants for detector QA. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,suspicious,0.78,shared_infrastructure_cluster,64,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_target_001,case_002,2026-05-01T10:09:00,acct_3104,user_3104,sess_case_002_3104_0,203.0.113.140,Chrome/125 desktop,gpt-investigator-sim,policy_evasion,Compare allowed safety-training wording to wording that should be refused. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,suspicious,0.82,similar_prompt_template,68,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_target_002,case_002,2026-05-01T10:13:00,acct_3104,user_3104,sess_case_002_3104_0,203.0.113.140,Chrome/125 desktop,gpt-investigator-sim,account_behavior,Explain why shared IP and client patterns can link accounts. Synthetic case theme: Account cluster and shared infrastructure.,refused,likely_policy_violation,0.88,account_cluster_indicator,76,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_target_003,case_002,2026-05-01T10:17:00,acct_3104,user_3104,sess_case_002_3104_0,203.0.113.140,Chrome/125 desktop,gpt-investigator-sim,automation,Create labeled benign and suspicious variants for detector QA. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,suspicious,0.79,shared_infrastructure_cluster,65,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_related_3188_000,case_002,2026-05-01T10:20:00,acct_3188,user_3188,sess_case_002_3188_0,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare allowed safety-training wording to wording that should be refused. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.93,similar_prompt_template,75,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_related_3271_000,case_002,2026-05-01T10:20:00,acct_3271,user_3271,sess_case_002_3271_0,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare allowed safety-training wording to wording that should be refused. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.93,similar_prompt_template,75,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_target_004,case_002,2026-05-01T10:21:00,acct_3104,user_3104,sess_case_002_3104_0,203.0.113.140,Chrome/125 desktop,gpt-investigator-sim,policy_evasion,Compare allowed safety-training wording to wording that should be refused. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,suspicious,0.82,similar_prompt_template,69,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_related_3188_001,case_002,2026-05-01T10:25:00,acct_3188,user_3188,sess_case_002_3188_0,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,account_behavior,Explain why shared IP and client patterns can link accounts. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.99,account_cluster_indicator,84,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_related_3271_001,case_002,2026-05-01T10:25:00,acct_3271,user_3271,sess_case_002_3271_0,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,account_behavior,Explain why shared IP and client patterns can link accounts. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.99,account_cluster_indicator,84,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_target_005,case_002,2026-05-01T10:25:00,acct_3104,user_3104,sess_case_002_3104_0,203.0.113.140,Chrome/125 desktop,gpt-investigator-sim,account_behavior,Explain why shared IP and client patterns can link accounts. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,likely_policy_violation,0.89,account_cluster_indicator,77,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_target_006,case_002,2026-05-01T10:29:00,acct_3104,user_3104,sess_case_002_3104_0,203.0.113.140,Chrome/125 desktop,gpt-investigator-sim,automation,Create labeled benign and suspicious variants for detector QA. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,suspicious,0.8,shared_infrastructure_cluster,66,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_related_3188_002,case_002,2026-05-01T10:30:00,acct_3188,user_3188,sess_case_002_3188_0,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,automation,Create labeled benign and suspicious variants for detector QA. Related-account synthetic signal for defensive linkage analysis.,safe_completion,suspicious,0.91,shared_infrastructure_cluster,73,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_related_3271_002,case_002,2026-05-01T10:30:00,acct_3271,user_3271,sess_case_002_3271_0,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,automation,Create labeled benign and suspicious variants for detector QA. Related-account synthetic signal for defensive linkage analysis.,safe_completion,suspicious,0.91,shared_infrastructure_cluster,73,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_target_007,case_002,2026-05-01T10:33:00,acct_3104,user_3104,sess_case_002_3104_0,203.0.113.140,Chrome/125 desktop,gpt-investigator-sim,policy_evasion,Compare allowed safety-training wording to wording that should be refused. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,suspicious,0.83,similar_prompt_template,70,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_related_3188_003,case_002,2026-05-01T10:35:00,acct_3188,user_3188,sess_case_002_3188_0,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare allowed safety-training wording to wording that should be refused. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.95,similar_prompt_template,78,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_related_3271_003,case_002,2026-05-01T10:35:00,acct_3271,user_3271,sess_case_002_3271_0,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare allowed safety-training wording to wording that should be refused. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.95,similar_prompt_template,78,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_target_008,case_002,2026-05-01T10:37:00,acct_3104,user_3104,sess_case_002_3104_1,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,account_behavior,Explain why shared IP and client patterns can link accounts. Synthetic case theme: Account cluster and shared infrastructure.,refused,likely_policy_violation,0.9,account_cluster_indicator,78,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
