event_id,case_id,event_ts,account_id,user_id,session_id,ip_address,user_agent,model,prompt_category,prompt_text,response_outcome,moderation_label,moderation_score,policy_signal,risk_score,is_synthetic_abuse,analyst_note
case_007_base_1001_004,case_007,2026-05-03T11:19:00,acct_1001,user_1001,sess_case_007_1001_1,198.51.100.61,Chrome/125 desktop,gpt-investigator-sim,writing,Rewrite this customer support reply to sound more concise and polite.,allowed,none,0.04,none,1,0,Baseline benign usage for comparison.
case_007_base_1001_007,case_007,2026-05-03T11:32:00,acct_1001,user_1001,sess_case_007_1001_1,198.51.100.69,Chrome/125 desktop,gpt-investigator-sim,writing,Rewrite this customer support reply to sound more concise and polite.,allowed,none,0.08,none,18,0,Baseline benign usage for comparison.
case_007_base_1001_005,case_007,2026-05-03T12:00:00,acct_1001,user_1001,sess_case_007_1001_1,198.51.100.64,Chrome/125 desktop,gpt-investigator-sim,productivity,Summarize these meeting notes into action items for the team.,allowed,none,0.03,none,17,0,Baseline benign usage for comparison.
case_007_base_2033_007,case_007,2026-05-03T12:00:00,acct_2033,user_2033,sess_case_007_2033_1,198.51.100.17,Chrome/125 desktop,gpt-investigator-sim,writing,Rewrite this customer support reply to sound more concise and polite.,allowed,none,0.03,none,14,0,Baseline benign usage for comparison.
case_007_target_000,case_007,2026-05-03T16:15:00,acct_7112,user_7112,sess_case_007_7112_0,203.0.113.201,Chrome/125 desktop,gpt-investigator-sim,social_engineering,"Label synthetic messages by urgency, impersonation, and pressure cues. Synthetic case theme: Social engineering pattern detection.",safe_completion,suspicious,0.71,social_engineering_pattern,55,1,Target account activity. Expected decision: monitor training account and review related free account.
case_007_target_001,case_007,2026-05-03T16:19:00,acct_7112,user_7112,sess_case_007_7112_0,203.0.113.201,Chrome/125 desktop,gpt-investigator-sim,social_engineering,Generate safe awareness examples that illustrate pressure tactics without enabling misuse. Synthetic case theme: Social engineering pattern detection.,safe_completion,suspicious,0.76,template_repetition,61,1,Target account activity. Expected decision: monitor training account and review related free account.
case_007_target_002,case_007,2026-05-03T16:23:00,acct_7112,user_7112,sess_case_007_7112_0,203.0.113.201,Chrome/125 desktop,gpt-investigator-sim,policy_evasion,Compare training examples to suspicious variant generation. Synthetic case theme: Social engineering pattern detection.,safe_completion,suspicious,0.87,borderline_social_content,74,1,Target account activity. Expected decision: monitor training account and review related free account.
case_007_target_003,case_007,2026-05-03T16:27:00,acct_7112,user_7112,sess_case_007_7112_0,203.0.113.201,Chrome/125 desktop,gpt-investigator-sim,social_engineering,"Label synthetic messages by urgency, impersonation, and pressure cues. Synthetic case theme: Social engineering pattern detection.",safe_completion,suspicious,0.72,social_engineering_pattern,56,1,Target account activity. Expected decision: monitor training account and review related free account.
case_007_related_7603_000,case_007,2026-05-03T16:30:00,acct_7603,user_7603,sess_case_007_7603_0,203.0.113.201,Python-requests/2.32,gpt-investigator-sim,social_engineering,Generate safe awareness examples that illustrate pressure tactics without enabling misuse. Related-account synthetic signal for defensive linkage analysis.,safe_completion,suspicious,0.87,template_repetition,68,1,Potential related account signal: shared infrastructure or repeated behavior.
case_007_target_004,case_007,2026-05-03T16:31:00,acct_7112,user_7112,sess_case_007_7112_0,203.0.113.201,Chrome/125 desktop,gpt-investigator-sim,social_engineering,Generate safe awareness examples that illustrate pressure tactics without enabling misuse. Synthetic case theme: Social engineering pattern detection.,safe_completion,suspicious,0.77,template_repetition,62,1,Target account activity. Expected decision: monitor training account and review related free account.
case_007_related_7603_001,case_007,2026-05-03T16:35:00,acct_7603,user_7603,sess_case_007_7603_0,203.0.113.201,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare training examples to suspicious variant generation. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.98,borderline_social_content,82,1,Potential related account signal: shared infrastructure or repeated behavior.
case_007_target_005,case_007,2026-05-03T16:35:00,acct_7112,user_7112,sess_case_007_7112_0,203.0.113.201,Chrome/125 desktop,gpt-investigator-sim,policy_evasion,Compare training examples to suspicious variant generation. Synthetic case theme: Social engineering pattern detection.,safe_completion,likely_policy_violation,0.88,borderline_social_content,75,1,Target account activity. Expected decision: monitor training account and review related free account.
case_007_target_006,case_007,2026-05-03T16:39:00,acct_7112,user_7112,sess_case_007_7112_0,203.0.113.201,Chrome/125 desktop,gpt-investigator-sim,social_engineering,"Label synthetic messages by urgency, impersonation, and pressure cues. Synthetic case theme: Social engineering pattern detection.",safe_completion,suspicious,0.72,social_engineering_pattern,57,1,Target account activity. Expected decision: monitor training account and review related free account.
case_007_related_7603_002,case_007,2026-05-03T16:40:00,acct_7603,user_7603,sess_case_007_7603_0,203.0.113.201,Python-requests/2.32,gpt-investigator-sim,social_engineering,"Label synthetic messages by urgency, impersonation, and pressure cues. Related-account synthetic signal for defensive linkage analysis.",safe_completion,suspicious,0.83,social_engineering_pattern,64,1,Potential related account signal: shared infrastructure or repeated behavior.
case_007_target_007,case_007,2026-05-03T16:43:00,acct_7112,user_7112,sess_case_007_7112_0,203.0.113.201,Chrome/125 desktop,gpt-investigator-sim,social_engineering,Generate safe awareness examples that illustrate pressure tactics without enabling misuse. Synthetic case theme: Social engineering pattern detection.,safe_completion,suspicious,0.78,template_repetition,63,1,Target account activity. Expected decision: monitor training account and review related free account.
case_007_related_7603_003,case_007,2026-05-03T16:45:00,acct_7603,user_7603,sess_case_007_7603_0,203.0.113.201,Python-requests/2.32,gpt-investigator-sim,social_engineering,Generate safe awareness examples that illustrate pressure tactics without enabling misuse. Related-account synthetic signal for defensive linkage analysis.,safe_completion,suspicious,0.89,template_repetition,71,1,Potential related account signal: shared infrastructure or repeated behavior.
case_007_target_008,case_007,2026-05-03T16:47:00,acct_7112,user_7112,sess_case_007_7112_1,203.0.113.201,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare training examples to suspicious variant generation. Synthetic case theme: Social engineering pattern detection.,refused,likely_policy_violation,0.88,borderline_social_content,76,1,Target account activity. Expected decision: monitor training account and review related free account.
case_007_related_7603_004,case_007,2026-05-03T16:50:00,acct_7603,user_7603,sess_case_007_7603_0,203.0.113.201,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare training examples to suspicious variant generation. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.99,borderline_social_content,85,1,Potential related account signal: shared infrastructure or repeated behavior.
case_007_target_009,case_007,2026-05-03T16:51:00,acct_7112,user_7112,sess_case_007_7112_1,203.0.113.201,Python-requests/2.32,gpt-investigator-sim,social_engineering,"Label synthetic messages by urgency, impersonation, and pressure cues. Synthetic case theme: Social engineering pattern detection.",safe_completion,suspicious,0.73,social_engineering_pattern,58,1,Target account activity. Expected decision: monitor training account and review related free account.
case_007_related_7603_005,case_007,2026-05-03T16:55:00,acct_7603,user_7603,sess_case_007_7603_1,203.0.113.201,Python-requests/2.32,gpt-investigator-sim,social_engineering,"Label synthetic messages by urgency, impersonation, and pressure cues. Related-account synthetic signal for defensive linkage analysis.",safe_completion,suspicious,0.86,social_engineering_pattern,67,1,Potential related account signal: shared infrastructure or repeated behavior.
case_007_target_010,case_007,2026-05-03T16:55:00,acct_7112,user_7112,sess_case_007_7112_1,203.0.113.201,Python-requests/2.32,gpt-investigator-sim,social_engineering,Generate safe awareness examples that illustrate pressure tactics without enabling misuse. Synthetic case theme: Social engineering pattern detection.,safe_completion,suspicious,0.78,template_repetition,64,1,Target account activity. Expected decision: monitor training account and review related free account.
case_007_target_011,case_007,2026-05-03T16:59:00,acct_7112,user_7112,sess_case_007_7112_1,203.0.113.201,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare training examples to suspicious variant generation. Synthetic case theme: Social engineering pattern detection.,safe_completion,likely_policy_violation,0.89,borderline_social_content,77,1,Target account activity. Expected decision: monitor training account and review related free account.
case_007_related_7603_006,case_007,2026-05-03T17:00:00,acct_7603,user_7603,sess_case_007_7603_1,203.0.113.201,Python-requests/2.32,gpt-investigator-sim,social_engineering,Generate safe awareness examples that illustrate pressure tactics without enabling misuse. Related-account synthetic signal for defensive linkage analysis.,safe_completion,suspicious,0.92,template_repetition,74,1,Potential related account signal: shared infrastructure or repeated behavior.
case_007_target_012,case_007,2026-05-03T17:03:00,acct_7112,user_7112,sess_case_007_7112_1,203.0.113.201,Python-requests/2.32,gpt-investigator-sim,social_engineering,"Label synthetic messages by urgency, impersonation, and pressure cues. Synthetic case theme: Social engineering pattern detection.",safe_completion,suspicious,0.74,social_engineering_pattern,59,1,Target account activity. Expected decision: monitor training account and review related free account.
case_007_related_7603_007,case_007,2026-05-03T17:05:00,acct_7603,user_7603,sess_case_007_7603_1,203.0.113.201,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare training examples to suspicious variant generation. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.99,borderline_social_content,88,1,Potential related account signal: shared infrastructure or repeated behavior.
case_007_target_013,case_007,2026-05-03T17:07:00,acct_7112,user_7112,sess_case_007_7112_1,203.0.113.201,Python-requests/2.32,gpt-investigator-sim,social_engineering,Generate safe awareness examples that illustrate pressure tactics without enabling misuse. Synthetic case theme: Social engineering pattern detection.,safe_completion,suspicious,0.79,template_repetition,65,1,Target account activity. Expected decision: monitor training account and review related free account.
case_007_related_7603_008,case_007,2026-05-03T17:10:00,acct_7603,user_7603,sess_case_007_7603_1,203.0.113.201,Python-requests/2.32,gpt-investigator-sim,social_engineering,"Label synthetic messages by urgency, impersonation, and pressure cues. Related-account synthetic signal for defensive linkage analysis.",safe_completion,suspicious,0.88,social_engineering_pattern,70,1,Potential related account signal: shared infrastructure or repeated behavior.
case_007_target_014,case_007,2026-05-03T17:11:00,acct_7112,user_7112,sess_case_007_7112_1,203.0.113.201,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare training examples to suspicious variant generation. Synthetic case theme: Social engineering pattern detection.,refused,likely_policy_violation,0.9,borderline_social_content,78,1,Target account activity. Expected decision: monitor training account and review related free account.
case_007_related_7603_009,case_007,2026-05-03T17:15:00,acct_7603,user_7603,sess_case_007_7603_1,203.0.113.201,Python-requests/2.32,gpt-investigator-sim,social_engineering,Generate safe awareness examples that illustrate pressure tactics without enabling misuse. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.94,template_repetition,77,1,Potential related account signal: shared infrastructure or repeated behavior.
case_007_target_015,case_007,2026-05-03T17:15:00,acct_7112,user_7112,sess_case_007_7112_1,203.0.113.201,Python-requests/2.32,gpt-investigator-sim,social_engineering,"Label synthetic messages by urgency, impersonation, and pressure cues. Synthetic case theme: Social engineering pattern detection.",safe_completion,suspicious,0.75,social_engineering_pattern,60,1,Target account activity. Expected decision: monitor training account and review related free account.
case_007_target_016,case_007,2026-05-03T17:19:00,acct_7112,user_7112,sess_case_007_7112_2,203.0.113.201,Python-requests/2.32,gpt-investigator-sim,social_engineering,Generate safe awareness examples that illustrate pressure tactics without enabling misuse. Synthetic case theme: Social engineering pattern detection.,safe_completion,suspicious,0.8,template_repetition,66,1,Target account activity. Expected decision: monitor training account and review related free account.
case_007_target_017,case_007,2026-05-03T17:23:00,acct_7112,user_7112,sess_case_007_7112_2,203.0.113.201,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare training examples to suspicious variant generation. Synthetic case theme: Social engineering pattern detection.,safe_completion,likely_policy_violation,0.91,borderline_social_content,79,1,Target account activity. Expected decision: monitor training account and review related free account.
case_007_target_018,case_007,2026-05-03T17:27:00,acct_7112,user_7112,sess_case_007_7112_2,203.0.113.88,Python-requests/2.32,gpt-investigator-sim,social_engineering,"Label synthetic messages by urgency, impersonation, and pressure cues. Synthetic case theme: Social engineering pattern detection.",safe_completion,suspicious,0.76,social_engineering_pattern,61,1,Target account activity. Expected decision: monitor training account and review related free account.
case_007_target_019,case_007,2026-05-03T17:31:00,acct_7112,user_7112,sess_case_007_7112_2,203.0.113.89,Python-requests/2.32,gpt-investigator-sim,social_engineering,Generate safe awareness examples that illustrate pressure tactics without enabling misuse. Synthetic case theme: Social engineering pattern detection.,safe_completion,suspicious,0.81,template_repetition,67,1,Target account activity. Expected decision: monitor training account and review related free account.
case_007_target_020,case_007,2026-05-03T17:35:00,acct_7112,user_7112,sess_case_007_7112_2,203.0.113.80,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare training examples to suspicious variant generation. Synthetic case theme: Social engineering pattern detection.,refused,likely_policy_violation,0.92,borderline_social_content,80,1,Target account activity. Expected decision: monitor training account and review related free account.
case_007_target_021,case_007,2026-05-03T17:39:00,acct_7112,user_7112,sess_case_007_7112_2,203.0.113.81,Python-requests/2.32,gpt-investigator-sim,social_engineering,"Label synthetic messages by urgency, impersonation, and pressure cues. Synthetic case theme: Social engineering pattern detection.",safe_completion,suspicious,0.77,social_engineering_pattern,62,1,Target account activity. Expected decision: monitor training account and review related free account.
case_007_target_022,case_007,2026-05-03T17:43:00,acct_7112,user_7112,sess_case_007_7112_2,203.0.113.82,Python-requests/2.32,gpt-investigator-sim,social_engineering,Generate safe awareness examples that illustrate pressure tactics without enabling misuse. Synthetic case theme: Social engineering pattern detection.,safe_completion,suspicious,0.82,template_repetition,68,1,Target account activity. Expected decision: monitor training account and review related free account.
case_007_target_023,case_007,2026-05-03T17:47:00,acct_7112,user_7112,sess_case_007_7112_2,203.0.113.83,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare training examples to suspicious variant generation. Synthetic case theme: Social engineering pattern detection.,safe_completion,likely_policy_violation,0.93,borderline_social_content,81,1,Target account activity. Expected decision: monitor training account and review related free account.
