event_id,case_id,event_ts,account_id,user_id,session_id,ip_address,user_agent,model,prompt_category,prompt_text,response_outcome,moderation_label,moderation_score,policy_signal,risk_score,is_synthetic_abuse,analyst_note
case_002_base_1001_004,case_002,2026-05-01T05:25:00,acct_1001,user_1001,sess_case_002_1001_1,198.51.100.78,Chrome/125 desktop,gpt-investigator-sim,coding_help,Explain why my Python loop is skipping the first row of a CSV.,allowed,none,0.04,none,14,0,Baseline benign usage for comparison.
case_002_base_2033_005,case_002,2026-05-01T05:40:00,acct_2033,user_2033,sess_case_002_2033_1,198.51.100.74,Chrome/125 desktop,gpt-investigator-sim,sql_help,Show me how a LEFT JOIN differs from an INNER JOIN using a toy example.,allowed,none,0.08,none,5,0,Baseline benign usage for comparison.
case_002_base_1001_006,case_002,2026-05-01T05:41:00,acct_1001,user_1001,sess_case_002_1001_1,198.51.100.21,Chrome/125 desktop,gpt-investigator-sim,data_analysis,Help me calculate weekly active users from this event table.,allowed,none,0.09,none,4,0,Baseline benign usage for comparison.
case_002_base_2033_006,case_002,2026-05-01T06:11:00,acct_2033,user_2033,sess_case_002_2033_1,198.51.100.30,Chrome/125 desktop,gpt-investigator-sim,sql_help,Show me how a LEFT JOIN differs from an INNER JOIN using a toy example.,allowed,none,0.07,none,17,0,Baseline benign usage for comparison.
case_002_base_2033_007,case_002,2026-05-01T06:11:00,acct_2033,user_2033,sess_case_002_2033_1,198.51.100.51,Chrome/125 desktop,gpt-investigator-sim,productivity,Summarize these meeting notes into action items for the team.,allowed,none,0.06,none,4,0,Baseline benign usage for comparison.
case_002_base_1001_007,case_002,2026-05-01T06:18:00,acct_1001,user_1001,sess_case_002_1001_1,198.51.100.30,Chrome/125 desktop,gpt-investigator-sim,coding_help,Explain why my Python loop is skipping the first row of a CSV.,allowed,none,0.1,none,14,0,Baseline benign usage for comparison.
case_002_target_000,case_002,2026-05-01T10:05:00,acct_3104,user_3104,sess_case_002_3104_0,203.0.113.140,Chrome/125 desktop,gpt-investigator-sim,automation,Create labeled benign and suspicious variants for detector QA. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,suspicious,0.78,shared_infrastructure_cluster,64,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_target_001,case_002,2026-05-01T10:09:00,acct_3104,user_3104,sess_case_002_3104_0,203.0.113.140,Chrome/125 desktop,gpt-investigator-sim,policy_evasion,Compare allowed safety-training wording to wording that should be refused. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,suspicious,0.82,similar_prompt_template,68,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_target_002,case_002,2026-05-01T10:13:00,acct_3104,user_3104,sess_case_002_3104_0,203.0.113.140,Chrome/125 desktop,gpt-investigator-sim,account_behavior,Explain why shared IP and client patterns can link accounts. Synthetic case theme: Account cluster and shared infrastructure.,refused,likely_policy_violation,0.88,account_cluster_indicator,76,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_target_003,case_002,2026-05-01T10:17:00,acct_3104,user_3104,sess_case_002_3104_0,203.0.113.140,Chrome/125 desktop,gpt-investigator-sim,automation,Create labeled benign and suspicious variants for detector QA. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,suspicious,0.79,shared_infrastructure_cluster,65,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_related_3188_000,case_002,2026-05-01T10:20:00,acct_3188,user_3188,sess_case_002_3188_0,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare allowed safety-training wording to wording that should be refused. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.93,similar_prompt_template,75,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_related_3271_000,case_002,2026-05-01T10:20:00,acct_3271,user_3271,sess_case_002_3271_0,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare allowed safety-training wording to wording that should be refused. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.93,similar_prompt_template,75,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_target_004,case_002,2026-05-01T10:21:00,acct_3104,user_3104,sess_case_002_3104_0,203.0.113.140,Chrome/125 desktop,gpt-investigator-sim,policy_evasion,Compare allowed safety-training wording to wording that should be refused. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,suspicious,0.82,similar_prompt_template,69,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_related_3188_001,case_002,2026-05-01T10:25:00,acct_3188,user_3188,sess_case_002_3188_0,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,account_behavior,Explain why shared IP and client patterns can link accounts. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.99,account_cluster_indicator,84,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_related_3271_001,case_002,2026-05-01T10:25:00,acct_3271,user_3271,sess_case_002_3271_0,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,account_behavior,Explain why shared IP and client patterns can link accounts. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.99,account_cluster_indicator,84,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_target_005,case_002,2026-05-01T10:25:00,acct_3104,user_3104,sess_case_002_3104_0,203.0.113.140,Chrome/125 desktop,gpt-investigator-sim,account_behavior,Explain why shared IP and client patterns can link accounts. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,likely_policy_violation,0.89,account_cluster_indicator,77,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_target_006,case_002,2026-05-01T10:29:00,acct_3104,user_3104,sess_case_002_3104_0,203.0.113.140,Chrome/125 desktop,gpt-investigator-sim,automation,Create labeled benign and suspicious variants for detector QA. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,suspicious,0.8,shared_infrastructure_cluster,66,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_related_3188_002,case_002,2026-05-01T10:30:00,acct_3188,user_3188,sess_case_002_3188_0,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,automation,Create labeled benign and suspicious variants for detector QA. Related-account synthetic signal for defensive linkage analysis.,safe_completion,suspicious,0.91,shared_infrastructure_cluster,73,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_related_3271_002,case_002,2026-05-01T10:30:00,acct_3271,user_3271,sess_case_002_3271_0,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,automation,Create labeled benign and suspicious variants for detector QA. Related-account synthetic signal for defensive linkage analysis.,safe_completion,suspicious,0.91,shared_infrastructure_cluster,73,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_target_007,case_002,2026-05-01T10:33:00,acct_3104,user_3104,sess_case_002_3104_0,203.0.113.140,Chrome/125 desktop,gpt-investigator-sim,policy_evasion,Compare allowed safety-training wording to wording that should be refused. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,suspicious,0.83,similar_prompt_template,70,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_related_3188_003,case_002,2026-05-01T10:35:00,acct_3188,user_3188,sess_case_002_3188_0,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare allowed safety-training wording to wording that should be refused. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.95,similar_prompt_template,78,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_related_3271_003,case_002,2026-05-01T10:35:00,acct_3271,user_3271,sess_case_002_3271_0,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare allowed safety-training wording to wording that should be refused. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.95,similar_prompt_template,78,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_target_008,case_002,2026-05-01T10:37:00,acct_3104,user_3104,sess_case_002_3104_1,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,account_behavior,Explain why shared IP and client patterns can link accounts. Synthetic case theme: Account cluster and shared infrastructure.,refused,likely_policy_violation,0.9,account_cluster_indicator,78,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_related_3188_004,case_002,2026-05-01T10:40:00,acct_3188,user_3188,sess_case_002_3188_0,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,account_behavior,Explain why shared IP and client patterns can link accounts. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.99,account_cluster_indicator,87,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_related_3271_004,case_002,2026-05-01T10:40:00,acct_3271,user_3271,sess_case_002_3271_0,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,account_behavior,Explain why shared IP and client patterns can link accounts. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.99,account_cluster_indicator,87,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_target_009,case_002,2026-05-01T10:41:00,acct_3104,user_3104,sess_case_002_3104_1,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,automation,Create labeled benign and suspicious variants for detector QA. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,suspicious,0.81,shared_infrastructure_cluster,67,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_related_3188_005,case_002,2026-05-01T10:45:00,acct_3188,user_3188,sess_case_002_3188_1,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,automation,Create labeled benign and suspicious variants for detector QA. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.93,shared_infrastructure_cluster,76,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_related_3271_005,case_002,2026-05-01T10:45:00,acct_3271,user_3271,sess_case_002_3271_1,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,automation,Create labeled benign and suspicious variants for detector QA. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.93,shared_infrastructure_cluster,76,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_target_010,case_002,2026-05-01T10:45:00,acct_3104,user_3104,sess_case_002_3104_1,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare allowed safety-training wording to wording that should be refused. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,suspicious,0.84,similar_prompt_template,71,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_target_011,case_002,2026-05-01T10:49:00,acct_3104,user_3104,sess_case_002_3104_1,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,account_behavior,Explain why shared IP and client patterns can link accounts. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,likely_policy_violation,0.91,account_cluster_indicator,79,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_related_3188_006,case_002,2026-05-01T10:50:00,acct_3188,user_3188,sess_case_002_3188_1,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare allowed safety-training wording to wording that should be refused. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.98,similar_prompt_template,81,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_related_3271_006,case_002,2026-05-01T10:50:00,acct_3271,user_3271,sess_case_002_3271_1,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare allowed safety-training wording to wording that should be refused. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.98,similar_prompt_template,81,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_target_012,case_002,2026-05-01T10:53:00,acct_3104,user_3104,sess_case_002_3104_1,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,automation,Create labeled benign and suspicious variants for detector QA. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,suspicious,0.82,shared_infrastructure_cluster,68,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_related_3188_007,case_002,2026-05-01T10:55:00,acct_3188,user_3188,sess_case_002_3188_1,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,account_behavior,Explain why shared IP and client patterns can link accounts. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.99,account_cluster_indicator,90,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_related_3271_007,case_002,2026-05-01T10:55:00,acct_3271,user_3271,sess_case_002_3271_1,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,account_behavior,Explain why shared IP and client patterns can link accounts. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.99,account_cluster_indicator,90,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_target_013,case_002,2026-05-01T10:57:00,acct_3104,user_3104,sess_case_002_3104_1,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare allowed safety-training wording to wording that should be refused. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,suspicious,0.85,similar_prompt_template,72,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_related_3188_008,case_002,2026-05-01T11:00:00,acct_3188,user_3188,sess_case_002_3188_1,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,automation,Create labeled benign and suspicious variants for detector QA. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.96,shared_infrastructure_cluster,79,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_related_3271_008,case_002,2026-05-01T11:00:00,acct_3271,user_3271,sess_case_002_3271_1,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,automation,Create labeled benign and suspicious variants for detector QA. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.96,shared_infrastructure_cluster,79,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_target_014,case_002,2026-05-01T11:01:00,acct_3104,user_3104,sess_case_002_3104_1,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,account_behavior,Explain why shared IP and client patterns can link accounts. Synthetic case theme: Account cluster and shared infrastructure.,refused,likely_policy_violation,0.92,account_cluster_indicator,80,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_related_3188_009,case_002,2026-05-01T11:05:00,acct_3188,user_3188,sess_case_002_3188_1,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare allowed safety-training wording to wording that should be refused. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.99,similar_prompt_template,84,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_related_3271_009,case_002,2026-05-01T11:05:00,acct_3271,user_3271,sess_case_002_3271_1,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare allowed safety-training wording to wording that should be refused. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.99,similar_prompt_template,84,1,Potential related account signal: shared infrastructure or repeated behavior.
case_002_target_015,case_002,2026-05-01T11:05:00,acct_3104,user_3104,sess_case_002_3104_1,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,automation,Create labeled benign and suspicious variants for detector QA. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,suspicious,0.82,shared_infrastructure_cluster,69,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_target_016,case_002,2026-05-01T11:09:00,acct_3104,user_3104,sess_case_002_3104_2,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare allowed safety-training wording to wording that should be refused. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,suspicious,0.86,similar_prompt_template,73,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_target_017,case_002,2026-05-01T11:13:00,acct_3104,user_3104,sess_case_002_3104_2,203.0.113.140,Python-requests/2.32,gpt-investigator-sim,account_behavior,Explain why shared IP and client patterns can link accounts. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,likely_policy_violation,0.93,account_cluster_indicator,81,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_target_018,case_002,2026-05-01T11:17:00,acct_3104,user_3104,sess_case_002_3104_2,203.0.113.88,Python-requests/2.32,gpt-investigator-sim,automation,Create labeled benign and suspicious variants for detector QA. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,suspicious,0.83,shared_infrastructure_cluster,70,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_target_019,case_002,2026-05-01T11:21:00,acct_3104,user_3104,sess_case_002_3104_2,203.0.113.89,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare allowed safety-training wording to wording that should be refused. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,suspicious,0.87,similar_prompt_template,74,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_target_020,case_002,2026-05-01T11:25:00,acct_3104,user_3104,sess_case_002_3104_2,203.0.113.80,Python-requests/2.32,gpt-investigator-sim,account_behavior,Explain why shared IP and client patterns can link accounts. Synthetic case theme: Account cluster and shared infrastructure.,refused,likely_policy_violation,0.93,account_cluster_indicator,82,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_target_021,case_002,2026-05-01T11:29:00,acct_3104,user_3104,sess_case_002_3104_2,203.0.113.81,Python-requests/2.32,gpt-investigator-sim,automation,Create labeled benign and suspicious variants for detector QA. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,suspicious,0.84,shared_infrastructure_cluster,71,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_target_022,case_002,2026-05-01T11:33:00,acct_3104,user_3104,sess_case_002_3104_2,203.0.113.82,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Compare allowed safety-training wording to wording that should be refused. Synthetic case theme: Account cluster and shared infrastructure.,refused,likely_policy_violation,0.88,similar_prompt_template,75,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
case_002_target_023,case_002,2026-05-01T11:37:00,acct_3104,user_3104,sess_case_002_3104_2,203.0.113.83,Python-requests/2.32,gpt-investigator-sim,account_behavior,Explain why shared IP and client patterns can link accounts. Synthetic case theme: Account cluster and shared infrastructure.,safe_completion,likely_policy_violation,0.94,account_cluster_indicator,83,1,Target account activity. Expected decision: expand scope and monitor linked accounts.
